"id","average_wage","industry","average_price","category","year"
359,18482,Zpracovatelský průmysl,7.69,Přírodní minerální voda uhličitá,2006
360,19536,,7.69,Přírodní minerální voda uhličitá,2006
361,14444,Administrativní a podpůrné činnosti,7.41,Pšeničná mouka hladká,2006
362,19242,Činnosti v oblasti nemovitostí,7.41,Pšeničná mouka hladká,2006
363,19257,Doprava a skladování,7.41,Pšeničná mouka hladká,2006
364,35793,Informační a komunikační činnosti,7.41,Pšeničná mouka hladká,2006
365,16827,"Kulturní, zábavní a rekreační činnosti",7.41,Pšeničná mouka hladká,2006
366,16484,Ostatní činnosti,7.41,Pšeničná mouka hladká,2006
367,40027,Peněžnictví a pojišťovnictví,7.41,Pšeničná mouka hladká,2006
368,24645,"Profesní, vědecké a technické činnosti",7.41,Pšeničná mouka hladká,2006
369,17850,Stavebnictví,7.41,Pšeničná mouka hladká,2006
370,24067,Těžba a dobývání,7.41,Pšeničná mouka hladká,2006
371,11674,"Ubytování, stravování a pohostinství",7.41,Pšeničná mouka hladká,2006
372,18223,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,7.41,Pšeničná mouka hladká,2006
373,23285,Veřejná správa a obrana; povinné sociální zabezpečení,7.41,Pšeničná mouka hladká,2006
374,29211,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",7.41,Pšeničná mouka hladká,2006
375,20030,Vzdělávání,7.41,Pšeničná mouka hladká,2006
376,18740,Zásobování vodou; činnosti související s odpady a sanacemi,7.41,Pšeničná mouka hladká,2006
377,19042,Zdravotní a sociální péče,7.41,Pšeničná mouka hladká,2006
378,14818,"Zemědělství, lesnictví, rybářství",7.41,Pšeničná mouka hladká,2006
379,18482,Zpracovatelský průmysl,7.41,Pšeničná mouka hladká,2006
380,19536,,7.41,Pšeničná mouka hladká,2006
381,14444,Administrativní a podpůrné činnosti,57.83,Rajská jablka červená kulatá,2006
382,19242,Činnosti v oblasti nemovitostí,57.83,Rajská jablka červená kulatá,2006
383,19257,Doprava a skladování,57.83,Rajská jablka červená kulatá,2006
384,35793,Informační a komunikační činnosti,57.83,Rajská jablka červená kulatá,2006
385,16827,"Kulturní, zábavní a rekreační činnosti",57.83,Rajská jablka červená kulatá,2006
386,16484,Ostatní činnosti,57.83,Rajská jablka červená kulatá,2006
387,40027,Peněžnictví a pojišťovnictví,57.83,Rajská jablka červená kulatá,2006
388,24645,"Profesní, vědecké a technické činnosti",57.83,Rajská jablka červená kulatá,2006
389,17850,Stavebnictví,57.83,Rajská jablka červená kulatá,2006
390,24067,Těžba a dobývání,57.83,Rajská jablka červená kulatá,2006
391,11674,"Ubytování, stravování a pohostinství",57.83,Rajská jablka červená kulatá,2006
392,18223,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,57.83,Rajská jablka červená kulatá,2006
393,23285,Veřejná správa a obrana; povinné sociální zabezpečení,57.83,Rajská jablka červená kulatá,2006
394,29211,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",57.83,Rajská jablka červená kulatá,2006
395,20030,Vzdělávání,57.83,Rajská jablka červená kulatá,2006
396,18740,Zásobování vodou; činnosti související s odpady a sanacemi,57.83,Rajská jablka červená kulatá,2006
397,19042,Zdravotní a sociální péče,57.83,Rajská jablka červená kulatá,2006
398,14818,"Zemědělství, lesnictví, rybářství",57.83,Rajská jablka červená kulatá,2006
399,18482,Zpracovatelský průmysl,57.83,Rajská jablka červená kulatá,2006
400,19536,,57.83,Rajská jablka červená kulatá,2006
401,14444,Administrativní a podpůrné činnosti,69.45,Rostlinný roztíratelný tuk,2006
402,19242,Činnosti v oblasti nemovitostí,69.45,Rostlinný roztíratelný tuk,2006
403,19257,Doprava a skladování,69.45,Rostlinný roztíratelný tuk,2006
404,35793,Informační a komunikační činnosti,69.45,Rostlinný roztíratelný tuk,2006
405,16827,"Kulturní, zábavní a rekreační činnosti",69.45,Rostlinný roztíratelný tuk,2006
406,16484,Ostatní činnosti,69.45,Rostlinný roztíratelný tuk,2006
407,40027,Peněžnictví a pojišťovnictví,69.45,Rostlinný roztíratelný tuk,2006
408,24645,"Profesní, vědecké a technické činnosti",69.45,Rostlinný roztíratelný tuk,2006
409,17850,Stavebnictví,69.45,Rostlinný roztíratelný tuk,2006
410,24067,Těžba a dobývání,69.45,Rostlinný roztíratelný tuk,2006
411,11674,"Ubytování, stravování a pohostinství",69.45,Rostlinný roztíratelný tuk,2006
412,18223,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,69.45,Rostlinný roztíratelný tuk,2006
413,23285,Veřejná správa a obrana; povinné sociální zabezpečení,69.45,Rostlinný roztíratelný tuk,2006
414,29211,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",69.45,Rostlinný roztíratelný tuk,2006
415,20030,Vzdělávání,69.45,Rostlinný roztíratelný tuk,2006
416,18740,Zásobování vodou; činnosti související s odpady a sanacemi,69.45,Rostlinný roztíratelný tuk,2006
417,19042,Zdravotní a sociální péče,69.45,Rostlinný roztíratelný tuk,2006
418,14818,"Zemědělství, lesnictví, rybářství",69.45,Rostlinný roztíratelný tuk,2006
419,18482,Zpracovatelský průmysl,69.45,Rostlinný roztíratelný tuk,2006
420,19536,,69.45,Rostlinný roztíratelný tuk,2006
421,14444,Administrativní a podpůrné činnosti,21.29,Rýže loupaná dlouhozrnná,2006
422,19242,Činnosti v oblasti nemovitostí,21.29,Rýže loupaná dlouhozrnná,2006
423,19257,Doprava a skladování,21.29,Rýže loupaná dlouhozrnná,2006
424,35793,Informační a komunikační činnosti,21.29,Rýže loupaná dlouhozrnná,2006
425,16827,"Kulturní, zábavní a rekreační činnosti",21.29,Rýže loupaná dlouhozrnná,2006
426,16484,Ostatní činnosti,21.29,Rýže loupaná dlouhozrnná,2006
427,40027,Peněžnictví a pojišťovnictví,21.29,Rýže loupaná dlouhozrnná,2006
428,24645,"Profesní, vědecké a technické činnosti",21.29,Rýže loupaná dlouhozrnná,2006
429,17850,Stavebnictví,21.29,Rýže loupaná dlouhozrnná,2006
430,24067,Těžba a dobývání,21.29,Rýže loupaná dlouhozrnná,2006
431,11674,"Ubytování, stravování a pohostinství",21.29,Rýže loupaná dlouhozrnná,2006
432,18223,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21.29,Rýže loupaná dlouhozrnná,2006
433,23285,Veřejná správa a obrana; povinné sociální zabezpečení,21.29,Rýže loupaná dlouhozrnná,2006
434,29211,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",21.29,Rýže loupaná dlouhozrnná,2006
435,20030,Vzdělávání,21.29,Rýže loupaná dlouhozrnná,2006
436,18740,Zásobování vodou; činnosti související s odpady a sanacemi,21.29,Rýže loupaná dlouhozrnná,2006
437,19042,Zdravotní a sociální péče,21.29,Rýže loupaná dlouhozrnná,2006
438,14818,"Zemědělství, lesnictví, rybářství",21.29,Rýže loupaná dlouhozrnná,2006
439,18482,Zpracovatelský průmysl,21.29,Rýže loupaná dlouhozrnná,2006
440,19536,,21.29,Rýže loupaná dlouhozrnná,2006
441,14444,Administrativní a podpůrné činnosti,116.77,Šunkový salám,2006
442,19242,Činnosti v oblasti nemovitostí,116.77,Šunkový salám,2006
443,19257,Doprava a skladování,116.77,Šunkový salám,2006
444,35793,Informační a komunikační činnosti,116.77,Šunkový salám,2006
445,16827,"Kulturní, zábavní a rekreační činnosti",116.77,Šunkový salám,2006
446,16484,Ostatní činnosti,116.77,Šunkový salám,2006
447,40027,Peněžnictví a pojišťovnictví,116.77,Šunkový salám,2006
448,24645,"Profesní, vědecké a technické činnosti",116.77,Šunkový salám,2006
449,17850,Stavebnictví,116.77,Šunkový salám,2006
450,24067,Těžba a dobývání,116.77,Šunkový salám,2006
451,11674,"Ubytování, stravování a pohostinství",116.77,Šunkový salám,2006
452,18223,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,116.77,Šunkový salám,2006
453,23285,Veřejná správa a obrana; povinné sociální zabezpečení,116.77,Šunkový salám,2006
454,29211,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",116.77,Šunkový salám,2006
455,20030,Vzdělávání,116.77,Šunkový salám,2006
456,18740,Zásobování vodou; činnosti související s odpady a sanacemi,116.77,Šunkový salám,2006
457,19042,Zdravotní a sociální péče,116.77,Šunkový salám,2006
458,14818,"Zemědělství, lesnictví, rybářství",116.77,Šunkový salám,2006
459,18482,Zpracovatelský průmysl,116.77,Šunkový salám,2006
460,19536,,116.77,Šunkový salám,2006
461,14444,Administrativní a podpůrné činnosti,26.10,Těstoviny vaječné,2006
462,19242,Činnosti v oblasti nemovitostí,26.10,Těstoviny vaječné,2006
463,19257,Doprava a skladování,26.10,Těstoviny vaječné,2006
464,35793,Informační a komunikační činnosti,26.10,Těstoviny vaječné,2006
465,16827,"Kulturní, zábavní a rekreační činnosti",26.10,Těstoviny vaječné,2006
466,16484,Ostatní činnosti,26.10,Těstoviny vaječné,2006
467,40027,Peněžnictví a pojišťovnictví,26.10,Těstoviny vaječné,2006
468,24645,"Profesní, vědecké a technické činnosti",26.10,Těstoviny vaječné,2006
469,17850,Stavebnictví,26.10,Těstoviny vaječné,2006
470,24067,Těžba a dobývání,26.10,Těstoviny vaječné,2006
471,11674,"Ubytování, stravování a pohostinství",26.10,Těstoviny vaječné,2006
472,18223,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,26.10,Těstoviny vaječné,2006
473,23285,Veřejná správa a obrana; povinné sociální zabezpečení,26.10,Těstoviny vaječné,2006
474,29211,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",26.10,Těstoviny vaječné,2006
475,20030,Vzdělávání,26.10,Těstoviny vaječné,2006
476,18740,Zásobování vodou; činnosti související s odpady a sanacemi,26.10,Těstoviny vaječné,2006
477,19042,Zdravotní a sociální péče,26.10,Těstoviny vaječné,2006
478,14818,"Zemědělství, lesnictví, rybářství",26.10,Těstoviny vaječné,2006
479,18482,Zpracovatelský průmysl,26.10,Těstoviny vaječné,2006
480,19536,,26.10,Těstoviny vaječné,2006
481,14444,Administrativní a podpůrné činnosti,23.49,Vejce slepičí čerstvá,2006
482,19242,Činnosti v oblasti nemovitostí,23.49,Vejce slepičí čerstvá,2006
483,19257,Doprava a skladování,23.49,Vejce slepičí čerstvá,2006
484,35793,Informační a komunikační činnosti,23.49,Vejce slepičí čerstvá,2006
485,16827,"Kulturní, zábavní a rekreační činnosti",23.49,Vejce slepičí čerstvá,2006
486,16484,Ostatní činnosti,23.49,Vejce slepičí čerstvá,2006
487,40027,Peněžnictví a pojišťovnictví,23.49,Vejce slepičí čerstvá,2006
488,24645,"Profesní, vědecké a technické činnosti",23.49,Vejce slepičí čerstvá,2006
489,17850,Stavebnictví,23.49,Vejce slepičí čerstvá,2006
490,24067,Těžba a dobývání,23.49,Vejce slepičí čerstvá,2006
491,11674,"Ubytování, stravování a pohostinství",23.49,Vejce slepičí čerstvá,2006
492,18223,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,23.49,Vejce slepičí čerstvá,2006
493,23285,Veřejná správa a obrana; povinné sociální zabezpečení,23.49,Vejce slepičí čerstvá,2006
494,29211,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",23.49,Vejce slepičí čerstvá,2006
495,20030,Vzdělávání,23.49,Vejce slepičí čerstvá,2006
496,18740,Zásobování vodou; činnosti související s odpady a sanacemi,23.49,Vejce slepičí čerstvá,2006
497,19042,Zdravotní a sociální péče,23.49,Vejce slepičí čerstvá,2006
498,14818,"Zemědělství, lesnictví, rybářství",23.49,Vejce slepičí čerstvá,2006
499,18482,Zpracovatelský průmysl,23.49,Vejce slepičí čerstvá,2006
500,19536,,23.49,Vejce slepičí čerstvá,2006
501,14444,Administrativní a podpůrné činnosti,105.18,Vepřová pečeně s kostí,2006
502,19242,Činnosti v oblasti nemovitostí,105.18,Vepřová pečeně s kostí,2006
503,19257,Doprava a skladování,105.18,Vepřová pečeně s kostí,2006
504,35793,Informační a komunikační činnosti,105.18,Vepřová pečeně s kostí,2006
505,16827,"Kulturní, zábavní a rekreační činnosti",105.18,Vepřová pečeně s kostí,2006
506,16484,Ostatní činnosti,105.18,Vepřová pečeně s kostí,2006
507,40027,Peněžnictví a pojišťovnictví,105.18,Vepřová pečeně s kostí,2006
508,24645,"Profesní, vědecké a technické činnosti",105.18,Vepřová pečeně s kostí,2006
509,17850,Stavebnictví,105.18,Vepřová pečeně s kostí,2006
510,24067,Těžba a dobývání,105.18,Vepřová pečeně s kostí,2006
511,11674,"Ubytování, stravování a pohostinství",105.18,Vepřová pečeně s kostí,2006
512,18223,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,105.18,Vepřová pečeně s kostí,2006
513,23285,Veřejná správa a obrana; povinné sociální zabezpečení,105.18,Vepřová pečeně s kostí,2006
514,29211,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",105.18,Vepřová pečeně s kostí,2006
515,20030,Vzdělávání,105.18,Vepřová pečeně s kostí,2006
516,18740,Zásobování vodou; činnosti související s odpady a sanacemi,105.18,Vepřová pečeně s kostí,2006
517,19042,Zdravotní a sociální péče,105.18,Vepřová pečeně s kostí,2006
518,14818,"Zemědělství, lesnictví, rybářství",105.18,Vepřová pečeně s kostí,2006
519,18482,Zpracovatelský průmysl,105.18,Vepřová pečeně s kostí,2006
520,19536,,105.18,Vepřová pečeně s kostí,2006
521,15236,Administrativní a podpůrné činnosti,30.85,Banány žluté,2007
522,20708,Činnosti v oblasti nemovitostí,30.85,Banány žluté,2007
523,20654,Doprava a skladování,30.85,Banány žluté,2007
524,38150,Informační a komunikační činnosti,30.85,Banány žluté,2007
525,17903,"Kulturní, zábavní a rekreační činnosti",30.85,Banány žluté,2007
526,17602,Ostatní činnosti,30.85,Banány žluté,2007
527,42372,Peněžnictví a pojišťovnictví,30.85,Banány žluté,2007
528,26887,"Profesní, vědecké a technické činnosti",30.85,Banány žluté,2007
529,19018,Stavebnictví,30.85,Banány žluté,2007
530,25733,Těžba a dobývání,30.85,Banány žluté,2007
531,12374,"Ubytování, stravování a pohostinství",30.85,Banány žluté,2007
532,19804,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,30.85,Banány žluté,2007
533,25037,Veřejná správa a obrana; povinné sociální zabezpečení,30.85,Banány žluté,2007
534,31134,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",30.85,Banány žluté,2007
535,21248,Vzdělávání,30.85,Banány žluté,2007
536,19743,Zásobování vodou; činnosti související s odpady a sanacemi,30.85,Banány žluté,2007
537,20166,Zdravotní a sociální péče,30.85,Banány žluté,2007
538,16188,"Zemědělství, lesnictví, rybářství",30.85,Banány žluté,2007
539,19843,Zpracovatelský průmysl,30.85,Banány žluté,2007
540,20947,,30.85,Banány žluté,2007
541,15236,Administrativní a podpůrné činnosti,21.92,Cukr krystalový,2007
542,20708,Činnosti v oblasti nemovitostí,21.92,Cukr krystalový,2007
543,20654,Doprava a skladování,21.92,Cukr krystalový,2007
544,38150,Informační a komunikační činnosti,21.92,Cukr krystalový,2007
545,17903,"Kulturní, zábavní a rekreační činnosti",21.92,Cukr krystalový,2007
546,17602,Ostatní činnosti,21.92,Cukr krystalový,2007
547,42372,Peněžnictví a pojišťovnictví,21.92,Cukr krystalový,2007
548,26887,"Profesní, vědecké a technické činnosti",21.92,Cukr krystalový,2007
549,19018,Stavebnictví,21.92,Cukr krystalový,2007
550,25733,Těžba a dobývání,21.92,Cukr krystalový,2007
551,12374,"Ubytování, stravování a pohostinství",21.92,Cukr krystalový,2007
552,19804,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21.92,Cukr krystalový,2007
553,25037,Veřejná správa a obrana; povinné sociální zabezpečení,21.92,Cukr krystalový,2007
554,31134,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",21.92,Cukr krystalový,2007
555,21248,Vzdělávání,21.92,Cukr krystalový,2007
556,19743,Zásobování vodou; činnosti související s odpady a sanacemi,21.92,Cukr krystalový,2007
557,20166,Zdravotní a sociální péče,21.92,Cukr krystalový,2007
558,16188,"Zemědělství, lesnictví, rybářství",21.92,Cukr krystalový,2007
559,19843,Zpracovatelský průmysl,21.92,Cukr krystalový,2007
